0.581, 0.619, 0.607, 0.687, 0.914, 
0.632, 0.035, 0.76, 0.948, 0.016, 
0.679, 0.175, 0.102, 0.539, 0.722, 
0.871, 0.421, 0.967, 0.941, 0.115, 
0.066, 0.376, 0.737, 0.512, 0.629, 
0.535, 0.299, 0.392, 0.368, 0.623, 
0.255, 0.4, 0.379, 0.795, 0.58, 
0.565, 0.035, 0.947, 0.359, 0.402, 
0.057, 0.793, 0.161, 0.22, 0.336, 
0.375, 0.157, 0.85, 0.279, 0.3, 
0.045, 0.727, 0.904, 0.551, 0.548, 
0.659, 0.551, 0.658, 0.538, 0.473, 
0.031, 0.546, 0.227, 0.762, 0.346, 
0.03, 0.121, 0.273, 0.824, 0.479, 
0.707, 0.952, 0.186, 0.439, 0.558, 
0.411, 0.99, 0.204, 0.451, 0.283, 
0.142, 0.439, 0.417, 0.863, 0.044, 
0.2, 0.621, 0.334, 0.113, 0.045, 
0.911, 0.295, 0.663, 0.379, 0.63, 
0.725, 0.587, 0.596, 0.535, 0.789, 
0.543, 0.465, 0.786, 0.186, 0.198, 
0.25, 0.637, 0.259, 0.346, 0.771, 
0.405, 0.731, 0.826, 0.129, 0.554, 
0.297, 0.352, 0.926, 0.275, 0.769, 
0.043, 0.313, 0.994, 0.323, 0.599, 
0.074, 0.961, 0.458, 0.094, 0.708, 
0.972, 0.688, 0.657, 0.172, 0.529, 
0.096, 0.383, 0.393, 0.782, 0.876, 
0.49, 0.308, 0.514, 0.664, 0.037, 
0.754, 0.727, 0.638, 0.658, 0.119, 
0.758, 0.948, 0.652, 0.254, 0.443, 
0.619, 0.609, 0.142, 0.178, 0.041, 
0.514, 0.687, 0.827, 0.378, 0.134, 
0.118, 0.266, 0.354, 0.075, 0.98, 
0.154, 0.51, 0.478, 0.302, 0.898, 
0.307, 0.294, 0.105, 0.984, 0.863, 
0.3, 0.964, 0.246, 0.535, 0.069, 
0.762, 0.923, 0.545, 0.035, 0.352, 
0.171, 0.307, 0.313, 0.028, 0.873, 
0.331, 0.677, 0.383, 0.484, 0.384, 
0.267, 0.997, 0.687, 0.169, 0.104, 
0.57, 0.678, 0.333, 0.54, 0.614, 
0.99, 0.474, 0.884, 0.668, 0.076, 
0.41, 0.382, 0.912, 0.177, 0.059, 
0.422, 0.495, 0.452, 0.766, 0.841, 
0.868, 0.36, 0.155, 0.496, 0.768, 
0.135, 0.522, 0.303, 0.601, 0.936, 
0.997, 0.198, 0.647, 0.365, 0.628, 
0.304, 0.355, 0.184, 0.113, 0.451, 
0.928, 0.047, 0.669, 0.727, 0.646, 
0.493, 0.723, 0.282, 0.156, 0.531, 
0.684, 0.339, 0.215, 0.383, 0.986, 
0.301, 0.169, 0.1, 0.624, 0.415, 
0.291, 0.69, 0.97, 0.49, 0.861, 
0.632, 0.53, 0.234, 0.573, 0.55, 
0.482, 0.08, 0.999, 0.584, 0.625, 
0.128, 0.621, 0.24, 0.159, 0.935, 
0.407, 0.314, 0.003, 0.095, 0.02, 
0.351, 0.096, 0.237, 0.433, 0.418, 
0.691, 0.65, 0.041, 0.591, 0.896, 
0.05, 0.566, 0.149, 0.125, 0.098, 
0.391, 0.385, 0.119, 0.589, 0.394, 
0.877, 0.268, 0.728, 0.06, 0.561, 
0.593, 0.364, 0.879, 0.633, 0.117, 
0.356, 0.107, 0.214, 0.053, 0.024, 
0.736, 0.826, 0.241, 0.25, 0.163, 
0.59, 0.879, 0.151, 0.904, 0.446, 
0.647, 0.551, 0.566, 0.296, 0.159, 
0.76, 0.649, 0.208, 0.343, 0.792, 
0.132, 0.912, 0.848, 0.362, 0.693, 
0.782, 0.168, 0.188, 0.709, 0.47, 
0.561, 0.046, 0.976, 0.986, 0.708, 
0.269, 0.914, 0.647, 0.695, 0.264, 
0.507, 0.746, 0.079, 0.067, 0.573, 
0.435, 0.57, 0.65, 0.091, 0.857, 
0.275, 0.936, 0.412, 0.829, 0.043, 
0.69, 0.528, 0.683, 0.982, 0.005, 
0.698, 0.695, 0.853, 0.263, 0.375, 
0.724, 0.042, 0.884, 0.654, 0.571, 
0.113, 0.439, 0.568, 0.738, 0.852, 
0.772, 0.45, 0.267, 0.151, 0.283, 
0.768, 0.726, 0.238, 0.664, 0.813, 
0.625, 0.668, 0.841, 0.552, 0.255, 
0.366, 0.88, 0.353, 0.472, 0.759, 
0.53, 0.413, 0.328, 0.341, 0.159, 
0.918, 0.945, 0.035, 0.386, 0.766, 
0.269, 0.152, 0.915, 0.181, 0.566, 
0.536, 0.187, 0.594, 0.185, 0.554, 
0.6, 0.494, 0.156, 0.042, 0.05, 
0.495, 0.275, 0.808, 0.469, 0.827, 
0.001, 0.248, 0.512, 0.291, 0.244, 
0.219, 0.741, 0.883, 0.202, 0.967, 
0.626, 0.575, 0.115, 0.306, 0.864, 
0.623, 0.887, 0.188, 0.626, 0.894, 
0.298, 0.062, 0.951, 0.416, 0.356, 
0.549, 0.82, 0.571, 0.75, 0.78, 
0.084, 0.215, 0.49, 0.817, 0.609, 
0.84, 0.85, 0.206, 0.704, 0.132, 
0.012, 0.707, 0.111, 0.256, 0.213, 
0.394, 0.57, 0.576, 0.627, 0.939, 
0.367, 0.863, 0.983, 0.049, 0.815, 
0.251, 0.475, 0.709, 0.854, 0.556, 
0.08, 0.202, 0.852, 0.486, 0.228, 
0.56, 0.957, 0.31, 0.449, 0.813, 
0.166, 0.89, 0.897, 0.425, 0.833, 
0.563, 0.961, 0.712, 0.875, 0.943, 
0.196, 0.685, 0.915, 0.178, 0.93, 
0.253, 0.406, 0.542, 0.536, 0.802, 
0.897, 0.715, 0.898, 0.978, 0.558, 
0.48, 0.277, 0.407, 0.66, 0.274, 
0.274, 0.536, 0.672, 0.02, 0.92, 
0.351, 0.752, 0.272, 0.922, 0.236, 
0.737, 0.037, 0.849, 0.619, 0.51, 
0.778, 0.45, 0.857, 0.061, 0.474, 
0.643, 0.78, 0.893, 0.336, 0.458, 
0.692, 0.107, 0.748, 0.784, 0.421, 
0.093, 0.566, 0.252, 0.782, 0.35, 
0.563, 0.458, 0.551, 0.331, 0.487, 
0.349, 0.926, 0.237, 0.346, 0.85, 
0.603, 0.128, 0.389, 0.32, 0.797, 
0.467, 0.174, 0.677, 0.588, 0.058, 
0.266, 0.482, 0.912, 0.753, 0.179, 
0.97, 0.426, 0.601, 0.578, 0.239, 
0.713, 0.215, 0.431, 0.198, 0.456, 
0.771, 0.494, 0.892, 0.191, 0.807, 
0.692, 0.08, 0.262, 0.785, 0.531, 
0.707, 0.689, 0.434, 0.875, 0.365, 
0.608, 0.576, 0.61, 0.85, 0.654, 
0.104, 0.604, 0.533, 0.381, 0.568, 
0.422, 0.252, 0.936, 0.869, 0.943, 
0.604, 0.33, 0.24, 0.448, 0.43, 
0.189, 0.998, 0.382, 0.658, 0.356, 
0.392, 0.214, 0.475, 0.133, 0.424, 
0.448, 0.444, 0.217, 0.134, 0.727, 
0.137, 0.919, 0.658, 0.728, 0.32, 
0.312, 0.81, 0.768, 0.001, 0.74, 
0.566, 0.059, 0.453, 0.964, 0.714, 
0.219, 0.235, 0.457, 0.02, 0.054, 
0.553, 0.174, 0.975, 0.467, 0.184, 
0.409, 0.951, 0.71, 0.728, 0.696, 
0.925, 0.77, 0.847, 0.617, 0.029, 
0.662, 0.652, 0.842, 0.647, 0.547, 
0.128, 0.931, 0.915, 0.149, 0.6, 
0.056, 0.833, 0.472, 0.276, 0.588, 
0.127, 0.525, 0.507, 0.674, 0.452, 
0.884, 0.555, 0.013, 0.949, 0.348, 
0.347, 0.619, 0.109, 0.146, 0.644, 
0.181, 0.187, 0.159, 0.464, 0.427, 
0.438, 0.709, 0.433, 0.23, 0.644, 
0.754, 0.677, 0.365, 0.276, 0.126, 
0.68, 0.316, 0, 0.482, 0.114, 
0.81, 0.784, 0.313, 0.003, 0.193, 
0.938, 0.459, 0.205, 0.164, 0.118, 
0.824, 0.889, 0.956, 0.986, 0.146, 
0.468, 0.355, 0.745, 0.998, 0.179, 
0.341, 0.833, 0.989, 0.628, 0.716, 
0.46, 0.125, 0.039, 0.363, 0.903, 
0.557, 0.974, 0.436, 0.898, 0.858, 
0.105, 0.11, 0.328, 0.243, 0.284, 
0.569, 0.352, 0.491, 0.869, 0.269, 
0.866, 0.656, 0.92, 0.746, 0.63, 
0.416, 0.022, 0.416, 0.449, 0.212, 
0.478, 0.299, 0.537, 0.975, 0.338, 
0.663, 0.756, 0.256, 0.765, 0.474, 
0.996, 0.414, 0.131, 0.906, 0.877, 
0.379, 0.882, 0.212, 0.946, 0.165, 
0.8, 0.431, 0.925, 0.897, 0.925, 
0.321, 0.126, 0.216, 0.85, 0.592, 
0.814, 0.351, 0.026, 0.371, 0.395, 
0.666, 0.024, 0.37, 0.294, 0.721, 
0.945, 0.675, 0.244, 0.133, 0.515, 
0.175, 0.235, 0.884, 0.302, 0.764, 
0.31, 0.579, 0.595, 0.668, 0.609, 
0.716, 0.826, 0.862, 0.304, 0.985, 
0.176, 0.683, 0.366, 0.511, 0.384, 
0.556, 0.426, 0.982, 0.705, 0.314, 
0.143, 0.736, 0.817, 0.855, 0.547, 
0.96, 0.153, 0.491, 0.4, 0.181, 
0.697, 0.497, 0.818, 0.799, 0.556, 
0.187, 0.72, 0.138, 0.584, 0.754, 
0.438, 0.024, 0.207, 0.491, 0.666, 
0.74, 0.209, 0.006, 0.758, 0.196, 
0.918, 0.081, 0.813, 0.798, 0.23, 
0.733, 0.849, 0.631, 0.331, 0.88, 
0.725, 0.871, 0.762, 0.515, 0.351, 
0.377, 0.454, 0.411, 0.944, 0.29, 
0.933, 0.981, 0.302, 0.432, 0.615, 
0.03, 0.162, 0.885, 0.236, 0.01, 
0.022, 0.908, 0.126, 0.702, 0.169, 
0.203, 0.039, 0.791, 0.758, 0.833, 
0.803, 0.812, 0.217, 0.658, 0.505, 
0.985, 0.756, 0.888, 0.982, 0.214, 
0.322, 0.245, 0.155, 0.592, 0.178, 
0.095, 0.697, 0.998, 0.117, 0.811, 
0.978, 0.918, 0.819, 0.205, 0.489, 
0.121, 0.195, 0.494, 0.716, 0.876, 
0.69, 0.119, 0.712, 0.745, 0.702, 
0.189, 0.479, 0.213, 0.923, 0.701, 
0.23, 0.451, 0.013, 0.41, 0.378, 
0.233, 0.08, 0.389, 0.98, 0.074, 
0.221, 0.413, 0.025, 0.684, 0.021, 
0.199, 0.095, 0.57, 0.458, 0.783, 
0.277, 0.436, 0.26, 0.992, 0.667, 
0.814, 0.194, 0.752, 0.778, 0.798, 
0.938, 0.672, 0.517, 0.426, 0.299, 
0.906, 0.968, 0.618, 0.528, 0.483, 
0.384, 0.385, 0.744, 0.836, 0.515, 
0.09, 0.7, 0.028, 0.193, 0.961, 
0.952, 0.128, 0.979, 0.983, 0.893, 
0.749, 0.203, 0.906, 0.99, 0.74, 
0.581, 0.173, 0.394, 0.752, 0.556, 
0.891, 0.346, 0.493, 0.911, 0.058, 
0.244, 0.337, 0.525, 0.045, 0.311, 
0.559, 0.128, 0.986, 0.735, 0.385, 
0.726, 0.886, 0.251, 0.222, 0.229, 
0.63, 0.909, 0.013, 0.48, 0.359, 
0.042, 0.489, 0.605, 0.904, 0.387, 
0.309, 0.754, 0.814, 0.907, 0.266, 
0.199, 0.232, 0.986, 0.398, 0.948, 
0.845, 0.97, 0.471, 0.622, 0.587, 
0.672, 0.689, 0.567, 0.689, 0.82, 
0.404, 0.676, 0.319, 0.436, 0.825, 
0.427, 0.42, 0.958, 0.974, 0.348, 
0.088, 0.749, 0.344, 0.447, 0.148, 
0.622, 0.801, 0.67, 0.582, 0.716, 
0.675, 0.124, 0.329, 0.584, 0.636, 
0.303, 0.173, 0.093, 0.146, 0.514, 
0.162, 0.939, 0.416, 0.279, 0.827, 
0.338, 0.857, 0.827, 0.393, 0.162, 
0.812, 0.921, 0.189, 0.28, 0.809, 
0.899, 0.523, 0.715, 0.012, 0.942, 
0.451, 0.2, 0.895, 0.454, 0.953, 
0.139, 0.989, 0.25, 0.855, 0.087, 
0.756, 0.529, 0.546, 0.312, 0.642, 
0.078, 0.994, 0.446, 0.5, 0.928, 
0.19, 0.197, 0.026, 0.444, 0.736, 
0.819, 0.215, 0.535, 0.556, 0.834, 
0.52, 0.174, 0.247, 0.871, 0.115, 
0.265, 0.925, 0.273, 0.874, 0.392, 
0.883, 0.942, 0.776, 0.036, 0.831, 
0.994, 0.107, 0.889, 0.565, 0.866, 
0.403, 0.906, 0.243, 0.496, 0.281, 
0.582, 0.623, 0.639, 0.563, 0.01, 
0.311, 0.442, 0.288, 0.375, 0.978, 
0.2, 0.647, 0.581, 0.133, 0.211, 
0.045, 0.432, 0.264, 0.217, 0.486, 
0.386, 0.154, 0.394, 0.779, 0.609, 
0.274, 0.668, 0.541, 0.634, 0.2, 
0.843, 0.649, 0.614, 0.812, 0.82, 
0.181, 0.372, 0.069, 0.66, 0.682, 
0.792, 0.18, 0.629, 0.826, 0.586, 
0.45, 0.529, 0.355, 0.154, 0.142, 
0.442, 0.957, 0.323, 0.172, 0.041, 
0.193, 0.677, 0.531, 0.429, 0.611, 
0.607, 0.158, 0.91, 0.841, 0.06, 
0.325, 0.642, 0.348, 0.83, 0.324, 
0.424, 0.014, 0.057, 0.061, 0.868, 
0.244, 0.161, 0.426, 0.227, 0.143, 
0.118, 0.493, 0.183, 0.75, 0.055, 
0.219, 0.348, 0.366, 0.309, 0.038, 
0.46, 0.1, 0.553, 0.891, 0.721, 
0.442, 0.521, 0.092, 0.121, 0.672, 
0.055, 0.022, 0.862, 0.469, 0.81, 
0.589, 0.598, 0.518, 0.113, 0.134, 
0.888, 0.543, 0.197, 0.357, 0.441, 
0.216, 0.951, 0.617, 0.086, 0.185, 
0.338, 0.565, 0.579, 0.289, 0.361, 
0.696, 0.651, 0.515, 0.908, 0.799, 
0.312, 0.018, 0.647, 0.554, 0.15, 
0.335, 0.236, 0.868, 0.235, 0.592, 
0.643, 0.79, 0.682, 0.939, 0.342, 
0.375, 0.256, 0.5, 0.074, 0.597, 
0.142, 0.643, 0.37, 0.783, 0.8, 
0.713, 0.614, 0.782, 0.965, 0.925, 
0.445, 0.272, 0.705, 0.274, 0.135, 
0.831, 0.351, 0.379, 0.83, 0.066, 
0.467, 0.593, 0.413, 0.131, 0.199, 
0.516, 0.282, 0.785, 0.868, 0.233, 
0.416, 0.678, 0.523, 0.443, 0.024, 
0.356, 0.716, 0.701, 0.289, 0.339, 
0.815, 0.479, 0.133, 0.63, 0.058, 
0.119, 0.206, 0.911, 0.186, 0.473, 
0.936, 0.184, 0.949, 0.514, 0.553, 
0.035, 0.616, 0.706, 0.055, 0.124, 
0.788, 0.608, 0.129, 0.294, 0.822, 
0.394, 0.529, 0.387, 0.583, 0.301, 
0.824, 0.777, 0.401, 0.162, 0.283, 
0.129, 0.636, 0.722, 0.244, 0.601, 
0.424, 0.363, 0.139, 0.588, 0.843, 
0.299, 0.047, 0.904, 0.997, 0.74, 
0.015, 0.065, 0.033, 0.305, 0.83, 
0.324, 0.055, 0.48, 0.431, 0.206, 
0.161, 0.656, 0.589, 0.182, 0.883, 
0.829, 0.287, 0.321, 0.67, 0.274, 
0.561, 0.389, 0.254, 0.503, 0.87, 
0.175, 0.275, 0.451, 0.109, 0.817, 
0.757, 0.331, 0.058, 0.574, 0.82, 
0.563, 0.526, 0.632, 0.822, 0.324, 
0.513, 0.348, 0.018, 0.631, 0.111, 
0.628, 0.7, 0.441, 0.313, 0.358, 
0.666, 0.296, 0.63, 0.515, 0.455, 
0.453, 0.106, 0.746, 0.414, 0.498, 
0.117, 0.837, 0.666, 0.294, 0.39, 
0.221, 0.635, 0.11, 0.922, 0.298, 
0.075, 0.191, 0.408, 0.573, 0.617, 
0.881, 0.383, 0.17, 0.95, 0.206, 
0.61, 0.992, 0.326, 0.027, 0.154, 
0.131, 0.69, 0.182, 0.365, 0.628, 
0.628, 0.457, 0.374, 0.71, 0.914, 
0.854, 0.533, 0.404, 0.47, 0.468, 
0.417, 0.618, 0.189, 0.752, 0.059, 
0.545, 0.463, 0.855, 0.02, 0.776, 
0.615, 0.363, 0.433, 0.271, 0.627, 
0.732, 0.23, 0.141, 0.742, 0.297, 
0.481, 0.284, 0.02, 0.672, 0.113, 
0.163, 0.974, 0.642, 0.783, 0.893, 
0.519, 0.178, 0.571, 0.8, 0.357, 
0.088, 0.954, 0.761, 0.332, 0.489, 
0.87, 0.397, 0.032, 0.169, 0.655, 
0.611, 0.281, 0.235, 0.345, 0.897, 
0.98, 0.583, 0.597, 0.708, 0.736, 
0.742, 0.261, 0.14, 0.278, 0.931, 
0.282, 0.983, 0.476, 0.811, 0.872, 
0.34, 0.123, 0.382, 0.125, 0.011, 
0.2, 0.51, 0.174, 0.971, 0.12, 
0.679, 0.922, 0.26, 0.504, 0.847, 
0.755, 0.199, 0.428, 0.696, 0.17, 
0.259, 0.886, 0.988, 0.674, 0.033, 
0.073, 0.633, 0.184, 0.105, 0.078, 
0.957, 0.505, 0.11, 0.223, 0.531, 
0.149, 0.456, 0.779, 0.67, 0.403, 
0.345, 0.457, 0.662, 0.428, 0.067, 
0.48, 0.673, 0.34, 0.063, 0.462, 
0.699, 0.663, 0.664, 0.551, 0.593, 
0.368, 0.682, 0.961, 0.067, 0.488, 
0.757, 0.493, 0.464, 0.813, 0.271, 
0.441, 0.766, 0.217, 0.088, 0.052, 
0.746, 0.885, 0.351, 0.969, 0.989, 
0.677, 0.406, 0.896, 0.84, 0.141, 
0.49, 0.041, 0.065, 0.156, 0.181, 
0.315, 0.926, 0.056, 0.911, 0.428, 
0.193, 0.971, 0.266, 0.161, 0.973, 
0.069, 0.893, 0.216, 0.032, 0.993, 
0.732, 0.74, 0.538, 0.948, 0.573, 
0.706, 0.477, 0.715, 0.558, 0.945, 
0.501, 0.429, 0.158, 0.319, 0.137, 
0.506, 0.201, 0.034, 0.451, 0.377, 
0.76, 0.619, 0.149, 0.952, 0.792, 
0.258, 0.38, 0.007, 0.033, 0.574, 
0.377, 0.526, 0.042, 0.3, 0.869, 
0.545, 0.74, 0.602, 0.045, 0.208, 
0.868, 0.788, 0.295, 0.636, 0.964, 
0.262, 0.668, 0.111, 0.644, 0.299, 
0.351, 0.132, 0.181, 0.726, 0.94, 
0.367, 0.863, 0.463, 0.14, 0.525, 
0.196, 0.425, 0.488, 0.335, 0.276, 
0.153, 0.052, 0.091, 0.33, 0.409, 
0.79, 0.524, 0.742, 0.086, 0.959, 
0.355, 0.557, 0.191, 0.354, 0.686, 
0.566, 0.135, 0.37, 0.584, 0.414, 
0.365, 0.985, 0.624, 0.303, 0.658, 
0.198, 0.679, 0.868, 0.57, 0.998, 
0.324, 0.752, 0.766, 0.494, 0.93, 
0.504, 0.537, 0.216, 0.181, 0.19, 
0.242, 0.413, 0.641, 0.727, 0.082, 
0.458, 0.252, 0.855, 0.143, 0.277, 
0.389, 0.844, 0.967, 0.57, 0.748, 
0.304, 0.529, 0.521, 0.219, 0.451, 
0.624, 0.41, 0.638, 0.16, 0.802, 
0.556, 0.335, 0.174, 0.28, 0.93, 
0.173, 0.819, 0.927, 0.44, 0.942, 
0.02, 0.263, 0.956, 0.147, 0.696, 
0.352, 0.328, 0.435, 0.605, 0.622, 
0.695, 0.538, 0.89, 0.965, 0.87, 
0.827, 0.096, 0.861, 0.101, 0.036, 
0.483, 0.964, 0.926, 0.969, 0.933, 
0.984, 0.485, 0.876, 0.068, 0.78, 
0.776, 0.403, 0.195, 0.181, 0.697, 
0.25, 0.407, 0.301, 0.57, 0.467, 
0.515, 0.768, 0.929, 0.107, 0.382, 
0.821, 0.028, 0.878, 0.17, 0.671, 
0.158, 0.518, 0.073, 0.389, 0.779, 
0.496, 0.587, 0.415, 0.304, 0.136, 
0.675, 0.41, 0.719, 0.631, 0.691, 
0.637, 0.937, 0.985, 0.373, 0.565, 
0.844, 0.996, 0.372, 0.734, 0.552, 
0.877, 0.466, 0.531, 0.036, 0.909, 
0.723, 0.032, 0.006, 0.701, 0.345, 
0.485, 0.315, 0.437, 0.162, 0.462, 
0.22, 0.419, 0.279, 0.465, 0.818, 
0.09, 0.702, 0.319, 0.803, 0.089, 
0.043, 0.151, 0.478, 0.622, 0.194, 
0.432, 0.715, 0.818, 0.199, 0.421, 
0.726, 0.383, 0.786, 0.806, 0.245, 
0.207, 0.317, 0.932, 0.296, 0.543, 
0.664, 0.828, 0.473, 0.732, 0.048, 
0.793, 0.42, 0.013, 0.331, 0.267, 
0.368, 0.377, 0.999, 0.572, 0.358, 
0.714, 0.675, 0.893, 0.211, 0.21, 
0.166, 0.86, 0.417, 0.692, 0.839, 
0.745, 0.882, 0.743, 0.604, 0.609, 
0.199, 0.494, 0.247, 0.643, 0.174, 
0.86, 0.518, 0.281, 0.89, 0.718, 
0.434, 0.409, 0.576, 0.673, 0.354, 
0.612, 0.631, 0.727, 0.497, 0.807, 
0.007, 0.875, 0.549, 0.488, 0.758, 
0.693, 0.578, 0.419, 0.566, 0.554, 
0.35, 0.902, 0.067, 0.595, 0.35, 
0.617, 0.611, 0.434, 0.289, 0.018, 
0.087, 0.528, 0.315, 0.256, 0.01, 
